Alveolar_retention_five_mg,Alveolar_retention_h_mg,Alveolar_retention_w_mg,Alveolar_retention_y_mg,Alveolar_surface_cm2,Clearance,Deposited_per_area_five_mg/cm2,Deposited_per_area_h_mg/cm2,Deposited_per_area_w_mg/cm2,Deposited_per_area_y_mg/cm2,Exposure,Exposure_time_d,Exposure_time_h,Exposure_time_w,Lung_Model,Substance,agg_diameter_nm,density_g/cm2,pp_diameter_nm,sex
,1.94,356.7,65.9,792000.0,Yes,2.45e-06,,0.000450379,8.32e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,191.57,0.821241982,31.0,man
3.208,,,,792000.0,Yes,,4.05e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,31.0,4.23,31.0,man
,5.289,972.4,179.6,792000.0,Yes,6.68e-06,,0.0012277780000000001,0.000226768,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,31.0,4.23,31.0,man
0.2949,,,,792000.0,Yes,,3.7200000000000005e-07,,,constant,1.0,6.0,1.0,Yeh/Schum Symmetric,TiO2,191.57,0.821241982,31.0,man
0.8039,,,,792000.0,Yes,,1.02e-06,,,constant,1.0,6.0,1.0,Yeh/Schum Symmetric,TiO2,31.0,4.23,31.0,man
2.083,,,,792000.0,Yes,,2.63e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,89.92,2.209796794,32.0,man
,3.4339999999999997,631.3,116.6,792000.0,Yes,4.34e-06,,0.0007970960000000001,0.000147222,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,89.92,2.209796794,32.0,man
3.2060000000000004,,,,792000.0,Yes,,4.05e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,32.0,5.6,32.0,man
,5.2860000000000005,971.8,179.5,792000.0,Yes,6.67e-06,,0.00122702,0.00022664099999999997,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,32.0,5.6,32.0,man
0.5219,,,,792000.0,Yes,,6.590000000000001e-07,,,constant,1.0,6.0,1.0,Yeh/Schum Symmetric,ZnO,89.92,2.209796794,32.0,man
0.8035,,,,792000.0,Yes,,1.01e-06,,,constant,1.0,6.0,1.0,Yeh/Schum Symmetric,ZnO,32.0,5.6,32.0,man
1.393,,,,792000.0,Yes,,1.76e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,150.0,0.330376895,10.0,man
,2.298,422.4,78.0,792000.0,Yes,2.9e-06,,0.000533333,9.85e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,150.0,0.330376895,10.0,man
1.3519999999999999,,,,792000.0,Yes,,1.71e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,10.0,3.78,10.0,man
,2.229,409.8,75.7,792000.0,Yes,2.81e-06,,0.000517424,9.559999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,10.0,3.78,10.0,man
2.524,,,,792000.0,Yes,,3.19e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,65.3,0.374233741,5.0,man
,4.1610000000000005,765.0,141.3,792000.0,Yes,5.25e-06,,0.0009659089999999999,0.000178409,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,65.3,0.374233741,5.0,man
0.1382,,,,792000.0,Yes,,1.74e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,5.0,3.78,5.0,man
,0.2279,41.9,7.7379999999999995,792000.0,Yes,2.88e-07,,5.2900000000000005e-05,9.77e-06,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,5.0,3.78,5.0,man
5.031000000000001,,,,792000.0,Yes,,6.35e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,65.3,0.374233741,5.0,man
0.2756,,,,792000.0,Yes,,3.48e-07,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,5.0,3.78,5.0,man
7.522,,,,792000.0,Yes,,9.5e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,65.3,0.374233741,5.0,man
0.41200000000000003,,,,792000.0,Yes,,5.2e-07,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,5.0,3.78,5.0,man
0.7234,,,,792000.0,Yes,,9.13e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,378.0,0.160915451,10.0,man
,1.193,219.3,40.5,792000.0,Yes,1.51e-06,,0.000276894,5.11e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,378.0,0.160915451,10.0,man
1.3519999999999999,,,,792000.0,Yes,,1.71e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,10.0,4.23,10.0,man
,2.229,409.7,75.7,792000.0,Yes,2.81e-06,,0.000517298,9.559999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,10.0,4.23,10.0,man
0.8108,,,,792000.0,Yes,,1.02e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,1562.0,0.276661277,85.5,man
,1.337,245.8,45.4,792000.0,Yes,1.69e-06,,0.000310354,5.73e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,1562.0,0.276661277,85.5,man
2.166,,,,792000.0,Yes,,2.73e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,85.5,3.78,85.5,man
,3.571,656.5,121.2,792000.0,Yes,4.51e-06,,0.0008289139999999999,0.00015303,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,85.5,3.78,85.5,man
0.6729,,,,792000.0,Yes,,8.5e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,848.0,0.41481435200000005,72.8,man
,1.109,204.0,37.7,792000.0,Yes,1.4e-06,,0.000257576,4.7600000000000005e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,848.0,0.41481435200000005,72.8,man
2.39,,,,792000.0,Yes,,3.02e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,72.8,3.78,72.8,man
,3.94,724.3,133.8,792000.0,Yes,4.97e-06,,0.00091452,0.000168939,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,72.8,3.78,72.8,man
2.406,,,,792000.0,Yes,,3.04e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,182.6,0.516497353,20.0,man
,1.99,365.9,67.6,792000.0,Yes,2.51e-06,,0.000461995,8.540000000000002e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,182.6,0.516497353,20.0,man
5.768,,,,792000.0,Yes,,7.28e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,20.0,3.78,20.0,man
,4.771,877.1,162.0,792000.0,Yes,6.02e-06,,0.001107449,0.000204545,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,20.0,3.78,20.0,man
2.696,,,,792000.0,Yes,,3.4e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,157.4,0.660637327,20.0,man
,2.23,410.0,75.7,792000.0,Yes,2.82e-06,,0.000517677,9.559999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,157.4,0.660637327,20.0,man
2.633,,,,792000.0,Yes,,3.32e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,162.4,0.642302986,20.0,man
,2.178,400.4,73.9,792000.0,Yes,2.75e-06,,0.000505556,9.329999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,162.4,0.642302986,20.0,man
2.364,,,,792000.0,Yes,,2.98e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,186.4,0.438020576,17.0,man
,1.956,359.5,66.4,792000.0,Yes,2.47e-06,,0.00045391400000000003,8.379999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,186.4,0.438020576,17.0,man
5.2139999999999995,,,,792000.0,Yes,,6.58e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,17.0,3.78,17.0,man
2.549,,,,792000.0,Yes,,3.22e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,169.6,0.6177092439999999,20.0,man
,2.108,387.6,71.6,792000.0,Yes,2.66e-06,,0.000489394,9.04e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,169.6,0.6177092439999999,20.0,man
2.1959999999999997,,,,792000.0,Yes,,2.77e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,208.6,0.45817978299999995,20.0,man
,1.817,334.0,61.7,792000.0,Yes,2.29e-06,,0.00042171699999999995,7.79e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,208.6,0.45817978299999995,20.0,man
2.5380000000000003,,,,792000.0,Yes,,3.2e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,170.6,0.614449562,20.0,man
,2.099,385.9,71.3,792000.0,Yes,2.65e-06,,0.00048724699999999995,9e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,170.6,0.614449562,20.0,man
2.485,,,,792000.0,Yes,,3.14e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,212.4,4.007082669,200.0,man
,2.055,377.8,69.8,792000.0,Yes,2.59e-06,,0.00047702,8.809999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,212.4,4.007082669,200.0,man
2.548,,,,792000.0,Yes,,3.22e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,200.0,4.23,200.0,man
,2.1069999999999998,387.4,71.5,792000.0,Yes,2.66e-06,,0.000489141,9.03e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,200.0,4.23,200.0,man
2.688,,,,792000.0,Yes,,3.39e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,157.4,0.510025128,17.0,man
,2.2230000000000003,408.7,75.5,792000.0,Yes,2.81e-06,,0.000516035,9.53e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,157.4,0.510025128,17.0,man
0.7686,,,,792000.0,Yes,,9.7e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,342.0,0.128902885,10.0,man
,1.2670000000000001,233.0,43.0,792000.0,Yes,1.6e-06,,0.00029419200000000003,5.429999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,342.0,0.128902885,10.0,man
1.3519999999999999,,,,792000.0,Yes,,1.71e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,10.0,2.2,10.0,man
,2.229,409.8,75.7,792000.0,Yes,2.81e-06,,0.000517424,9.559999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,10.0,2.2,10.0,man
0.8205,,,,792000.0,Yes,,1.04e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,432.0,1.0222642990000002,23.0,man
,1.3530000000000002,248.7,45.9,792000.0,Yes,1.71e-06,,0.000314015,5.7999999999999994e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,432.0,1.0222642990000002,23.0,man
3.068,,,,792000.0,Yes,,3.87e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,23.0,7.2,23.0,man
,5.058,929.9,171.7,792000.0,Yes,6.39e-06,,0.001174116,0.00021679299999999998,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,23.0,7.2,23.0,man
1.218,,,,792000.0,Yes,,1.54e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,220.0,3.75115131,88.0,man
,2.009,369.3,68.2,792000.0,Yes,2.54e-06,,0.00046628800000000003,8.609999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,220.0,3.75115131,88.0,man
2.1590000000000003,,,,792000.0,Yes,,2.73e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,88.0,7.2,88.0,man
,3.5589999999999997,654.3,120.8,792000.0,Yes,4.49e-06,,0.0008261360000000001,0.000152525,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,88.0,7.2,88.0,man
0.5871,,,,792000.0,Yes,,7.41e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,660.0,0.25876331199999997,10.0,man
,0.968,178.0,32.9,792000.0,Yes,1.22e-06,,0.000224747,4.15e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,660.0,0.25876331199999997,10.0,man
1.035,,,,792000.0,Yes,,1.31e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,417.0,2.529213223,200.0,man
,1.7069999999999999,313.7,57.9,792000.0,Yes,2.16e-06,,0.000396086,7.31e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,417.0,2.529213223,200.0,man
1.261,,,,792000.0,Yes,,1.59e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,200.0,3.78,200.0,man
,2.0780000000000003,382.1,70.6,792000.0,Yes,2.62e-06,,0.00048244900000000003,8.909999999999998e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,200.0,3.78,200.0,man
2.444,,,,792000.0,Yes,,3.09e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,69.3,1.226781297,9.7,man
,4.03,740.8,136.8,792000.0,Yes,5.09e-06,,0.0009353539999999999,0.00017272700000000002,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,69.3,1.226781297,9.7,man
1.276,,,,792000.0,Yes,,1.61e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,9.7,7.2,9.7,man
,2.104,386.7,71.4,792000.0,Yes,2.66e-06,,0.00048825800000000004,9.02e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,9.7,7.2,9.7,man
2.444,,,,792000.0,Yes,,3.09e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,69.3,1.226781297,9.7,man
,4.03,740.8,136.8,792000.0,Yes,5.09e-06,,0.0009353539999999999,0.00017272700000000002,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,69.3,1.226781297,9.7,man
2.0780000000000003,,,,792000.0,Yes,,2.62e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,89.8,1.600521527,30.5,man
,3.427,630.0,116.3,792000.0,Yes,4.33e-06,,0.000795455,0.000146843,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,89.8,1.600521527,30.5,man
3.208,,,,792000.0,Yes,,4.05e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,30.5,4.23,30.5,man
,5.289,972.4,179.6,792000.0,Yes,6.68e-06,,0.0012277780000000001,0.000226768,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,30.5,4.23,30.5,man
2.0780000000000003,,,,792000.0,Yes,,2.62e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,89.8,1.600521527,30.5,man
,3.427,630.0,116.3,792000.0,Yes,4.33e-06,,0.000795455,0.000146843,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,89.8,1.600521527,30.5,man
0.6833,,,,792000.0,Yes,,8.629999999999999e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,398.1,0.051949604,6.2,man
,1.127,207.1,38.2,792000.0,Yes,1.42e-06,,0.00026149,4.8200000000000006e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,398.1,0.051949604,6.2,man
0.3692,,,,792000.0,Yes,,4.66e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,6.2,2.2,6.2,man
,0.6088,111.9,20.7,792000.0,Yes,7.690000000000001e-07,,0.000141288,2.61e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,6.2,2.2,6.2,man
0.6833,,,,792000.0,Yes,,8.629999999999999e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,398.1,0.051949604,6.2,man
,1.127,207.1,38.2,792000.0,Yes,1.42e-06,,0.00026149,4.8200000000000006e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,398.1,0.051949604,6.2,man
1.994,,,,792000.0,Yes,,2.52e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CuO,95.6,1.713663687,23.1,man
,3.2880000000000003,604.5,111.6,792000.0,Yes,4.15e-06,,0.0007632580000000001,0.000140909,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,95.6,1.713663687,23.1,man
3.069,,,,792000.0,Yes,,3.88e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CuO,23.1,6.153,23.1,man
,5.061,930.4,171.8,792000.0,Yes,6.39e-06,,0.001174747,0.00021691900000000001,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,23.1,6.153,23.1,man
0.6312,,,,792000.0,Yes,,7.970000000000001e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,492.8,0.178332212,10.7,man
,1.041,191.3,35.3,792000.0,Yes,1.31e-06,,0.00024154,4.46e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,492.8,0.178332212,10.7,man
1.5230000000000001,,,,792000.0,Yes,,1.92e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,10.7,5.6,10.7,man
,2.51,461.5,85.2,792000.0,Yes,3.17e-06,,0.0005827019999999999,0.000107576,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,10.7,5.6,10.7,man
0.6312,,,,792000.0,Yes,,7.970000000000001e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,492.8,0.178332212,10.7,man
,1.041,191.3,35.3,792000.0,Yes,1.31e-06,,0.00024154,4.46e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,492.8,0.178332212,10.7,man
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,0.6277,,,559000.0,Yes,,1.1228980322003577e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,900.0,0.6246689106294632,17.0,female
1.035,,190.3,35.1,559000.0,Yes,1.8515205724508048e-06,,0.00034042933810375675,6.27906976744186e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,900.0,0.6246689106294632,17.0,female
